id z dz m dm
14157 0.2108200043 0.0005000000237 20.57655 0.1203
14212 0.2030799985 0.0005000000237 20.7349 0.1164
14261 0.2843599916 3.300000026e-05 21.2982 0.13635
14284 0.180370003 4.80000017e-05 20.13755 0.10565
14298 0.2606999874 0.0 21.31275 0.1521
14437 0.147934407 4.099999933e-05 19.8403 0.1023
14456 0.3279300034 4.80000017e-05 21.80515 0.13855
14481 0.2420600057 2.300000051e-05 21.3452 0.1569
14846 0.2233400047 3.899999865e-05 20.93075 0.1281
14984 0.1827999949 0.0005000000237 20.58185 0.1376
15132 0.1530400068 1.999999949e-05 20.0024 0.10245
15171 0.1381800026 0.004999999888 19.70325 0.10245
15201 0.2073500007 3.799999831e-05 21.03995 0.18575
15203 0.2031300068 7.599999662e-05 20.64165 0.1209
15222 0.1980099976 5.199999941e-05 20.49105 0.129
15229 0.2225600034 0.0005000000237 20.9356 0.1392
15356 0.2734000087 0.0001029999985 21.30625 0.14505
15365 0.1865099967 0.0005000000237 20.52515 0.11385
15425 0.1593502164 3.500000093e-05 19.83815 0.1054
15433 0.2193499953 3.300000026e-05 20.8854 0.1261
15453 0.1737300009 0.0005000000237 20.4812 0.1283
15466 0.2443599999 0.0005000000237 20.96025 0.1449
15508 0.1335300058 0.0005000000237 19.59395 0.101
15584 0.2833200097 3.099999958e-05 21.4441 0.13595
15648 0.1738300025 4.099999933e-05 20.3284 0.1373
15674 0.1965399981 0.0005000000237 20.70795 0.1369
15704 0.3695200086 4.300000001e-05 22.26255 0.14325
15872 0.2054799944 4.099999933e-05 20.5658 0.12095
15897 0.1735700071 7.699999696e-05 20.28215 0.12665
16069 0.1273965091 7.99999998e-06 19.526 0.1097
16072 0.2843399942 0.0 21.474 0.15145
16100 0.1939200014 0.004999999888 20.5958 0.1361
16185 0.1002109945 5.900000178e-05 18.95705 0.11145
16232 0.3742499948 6.199999916e-05 22.3047 0.0854
16259 0.1177092344 2.300000051e-05 19.35185 0.11365
16276 0.1917600036 0.004999999888 20.5315 0.1404
16350 0.2368399948 3.899999865e-05 21.01435 0.146
17171 0.1589839906 2.599999971e-05 19.99615 0.1245
17186 0.0779344514 6.800000119e-05 18.7576 0.11205
17208 0.1386400014 0.0 19.99935 0.13335
17223 0.2338099927 0.0 20.88475 0.1537
17253 0.1568900049 0.0 20.02475 0.15485
17258 0.088083148 1.100000009e-05 18.4809 0.11615
17280 0.1304474771 1.200000042e-05 19.79635 0.12165
17332 0.1820300072 4.199999967e-05 20.3359 0.12625
17340 0.256249994 3.40000006e-05 21.13985 0.14805
17435 0.2167399973 0.0005000000237 20.8123 0.13625
17605 0.1453351229 1.599999996e-05 19.90865 0.1399
17629 0.1357961446 1.400000019e-05 19.58645 0.1105
17801 0.2051499933 0.0005000000237 20.934 0.1568
18091 0.3697600067 2.700000005e-05 22.04745 0.1558
18415 0.1294219792 2.099999983e-05 19.61205 0.10875
18463 0.266869992 2.999999924e-05 21.33225 0.14765
18485 0.2782199979 0.0 21.3866 0.13915
18604 0.1748300046 0.0005000000237 20.5056 0.1317
18612 0.1136841774 1.299999985e-05 19.1271 0.10675
18650 0.1124584526 4.500000068e-05 19.38095 0.1026
18740 0.1531742513 2.700000005e-05 19.8424 0.10465
18768 0.1967100054 0.004999999888 20.7379 0.13845
18787 0.1891400069 0.0005000000237 20.88525 0.12885
18807 0.1762499958 9.999999747e-05 20.47675 0.1273
19008 0.2175700068 0.0005000000237 20.7809 0.13945
19101 0.1856299937 0.004999999888 20.33785 0.1283
19174 0.163560003 2.400000085e-05 20.0237 0.11915
19207 0.2572099864 0.0 21.34695 0.16715
19543 0.1216399968 0.004999999888 19.58065 0.13445
19616 0.1645500064 9.000000318e-06 20.09405 0.10665
19658 0.1986200064 0.0005000000237 20.6407 0.1317
19702 0.2682099938 0.0 21.39935 0.16265
19757 0.4012799859 0.0 22.165 0.1348
19940 0.1458099931 0.0 19.6731 0.12755
19968 0.0554882735 1.599999996e-05 17.56165 0.10915
19992 0.2245199978 0.0005000000237 21.16495 0.15345
20040 0.2865499854 0.0001059999995 21.42305 0.15585
20048 0.1838800013 3.700000161e-05 20.55265 0.14145
20064 0.1035099998 1.899999916e-05 18.96075 0.10555
20106 0.3313600123 0.0 22.03 0.19055
20144 0.2186499983 0.0006929999799 20.76195 0.1415
20345 0.2635700107 3.700000161e-05 21.035 0.1514
20430 0.1628399938 0.0 20.2483 0.1303
20625 0.1068722382 2.599999971e-05 19.2184 0.10455
20764 0.1647700071 2.200000017e-05 20.0849 0.11585
21034 0.1075232252 9.999999747e-06 19.24475 0.10865
22075 0.1290152371 1.800000064e-05 19.5083 0.1143
2001ah 0.05863666162 1.499999962e-05 17.71775 0.12625
2001az 0.04052300006 0.0 17.0528 0.11665
2001da 0.01555595454 0.0 14.85645 0.1832
2001en 0.01471799985 0.0 14.59755 0.1613
2001fe 0.01464612409 7.000000096e-06 14.6158 0.14905
2001gb 0.02655697986 1.100000009e-05 15.97105 0.16165
2001G 0.01716411114 3.40000006e-05 14.8718 0.1587
2001ic 0.04468340799 9.000000318e-06 16.72085 0.19805
2001V 0.01565900818 1.299999985e-05 14.4307 0.15405
2002bf 0.02480003424 7.000000096e-06 15.6593 0.1718
2002bz 0.03837650269 9.000000318e-06 16.7664 0.13185
2002ck 0.03002621792 1.100000009e-05 16.2413 0.123
2002cr 0.01045200042 0.0 13.90745 0.19825
2002de 0.02566382475 7.000000096e-06 16.1648 0.1376
2002dp 0.01006082911 7.000000096e-06 14.0496 0.2048
2002eu 0.03737699986 0.0 16.5851 0.2001
2002G 0.03500891104 9.999999747e-06 16.45115 0.16785
2002ha 0.01333849784 7.000000096e-06 14.4486 0.171
2002he 0.02494500019 0.0 15.82815 0.13295
2002kf 0.0189410001 0.0 15.3534 0.14115
2003ae 0.03463127837 7.99999998e-06 16.36835 0.1667
2003ch 0.02963300049 0.0 16.3438 0.12735
2003cq 0.03392568231 9.999999747e-06 16.57565 0.1563
2003fa 0.04038900137 0.0 16.7928 0.1127
2003hu 0.07467599958 0.0 17.8882 0.1248
2003ic 0.05358654633 1.599999996e-05 17.23215 0.12285
2003it 0.02443440631 9.000000318e-06 15.7896 0.1405
2003iv 0.03447899967 0.0 16.6581 0.12485
2003U 0.02822084352 1.400000019e-05 16.0051 0.13405
2004as 0.03312740847 1.499999962e-05 16.64085 0.12525
2004L 0.03401362523 9.999999747e-06 16.38795 0.1403
2005hc 0.04565381631 1.100000009e-05 17.2822 0.1025
2005hf 0.04273099825 0.0 16.93145 0.1209
2005hj 0.05659899861 0.0 17.73355 0.1203
2005ki 0.02042859606 7.99999998e-06 15.2868 0.12735
2005lu 0.03163599968 0.0 16.59205 0.12775
2005lz 0.04088699818 0.0 16.9967 0.1259
2005mc 0.02624496445 6.000000212e-06 15.93305 0.1399
2005ms 0.02652600035 0.0 16.06745 0.1248
2005na 0.02680999972 0.0 15.87545 0.126
2006ac 0.02390113473 9.000000318e-06 15.6236 0.1338
2006ah 0.05105800182 0.0 17.57225 0.158
2006ak 0.04080901295 9.999999747e-06 16.7302 0.1297
2006al 0.06891587377 1.999999949e-05 18.16815 0.11055
2006ax 0.01799800061 0.0 14.9841 0.1341
2006bb 0.02562261373 7.99999998e-06 15.8607 0.1496
2006bq 0.02161199972 0.0 15.53085 0.1381
2006bw 0.03184277937 1.599999996e-05 16.1279 0.14115
2006cj 0.06865894049 4.999999874e-06 18.31035 0.1248
2006cp 0.02293113247 1.200000042e-05 15.56975 0.1391
2006cq 0.04954799265 1.200000042e-05 17.32405 0.12545
2006en 0.03109024651 9.000000318e-06 16.3736 0.12625
2006gr 0.03400602192 9.000000318e-06 16.61295 0.1249
2006gt 0.04435832426 1.800000064e-05 17.2055 0.14795
2006hb 0.01532599982 0.0 14.74935 0.1526
2006is 0.03044199944 0.0 16.25295 0.1342
2006je 0.03781399876 0.0 16.9021 0.16555
2006mo 0.03621400148 0.0 16.77055 0.12655
2006mp 0.02174500003 0.0 15.7795 0.13695
2006N 0.01376099978 0.0 14.64805 0.16195
2006oa 0.06134417653 1.400000019e-05 17.792 0.11395
2006ob 0.05860575661 1.299999985e-05 17.7707 0.10045
2006on 0.07058333606 1.599999996e-05 18.1778 0.15105
2006or 0.02114543878 7.000000096e-06 15.7067 0.156
2006qo 0.02874499932 0.0 16.02685 0.1316
2006sr 0.02350013517 7.99999998e-06 15.7013 0.1335
2006td 0.01399799995 0.0 14.89705 0.16765
2006te 0.03274957091 7.99999998e-06 16.452 0.1185
2007ae 0.06412199885 0.0 17.78945 0.1136
2007ap 0.01674599946 9.999999747e-06 15.01385 0.15025
2007ar 0.05320997536 1.299999985e-05 17.4687 0.1439
2007bd 0.0317780003 0.0 16.21965 0.11945
2007co 0.02732199989 0.0 15.9978 0.1291
2007cq 0.02511800081 0.0 15.5514 0.1259
2007F 0.02384446375 1.200000042e-05 15.78645 0.12635
2007O 0.03695546836 9.000000318e-06 16.56045 0.1177
2008af 0.03415994719 7.99999998e-06 16.39975 0.12455
2008bf 0.02499799989 0.0 15.6001 0.1278
2008L 0.0163759999 0.0 14.91335 0.1531
2007A 0.01570300013 0.0 15.17685 0.15115
2007aj 0.0320179984 0.0 16.34225 0.12125
2007cb 0.03747199848 0.0 16.74885 0.12725
2007cc 0.02972199954 0.0 15.8648 0.1457
2007fb 0.01685900055 0.0 15.26595 0.1485
2007hu 0.03575199842 0.0 16.59205 0.1761
2007is 0.02877499908 0.0 16.04785 0.1364
2007kh 0.04986400157 0.0 17.2903 0.16335
2007kk 0.0420299992 0.0 16.93325 0.117
2007ob 0.03176699951 0.0 16.23615 0.1431
2007su 0.02713399939 0.0 16.0669 0.14255
2007ux 0.03071900085 0.0 16.28725 0.1419
2008C 0.01722100005 0.0 14.9294 0.1556
2008Y 0.07040400058 0.0 18.05925 0.1229
2008ac 0.05332300067 0.0 17.62205 0.1398
2008ar 0.02916299924 0.0 16.10835 0.12155
2008at 0.03500699997 0.0 16.42245 0.15235
2008bw 0.0331370011 0.0 16.4802 0.15235
2008by 0.04638800025 0.0 17.18185 0.11625
2008bz 0.06138600037 0.0 17.9246 0.11905
2008cf 0.04758499935 0.0 17.16275 0.12315
2008ds 0.02075500041 0.0 15.4466 0.1437
2008fr 0.03974299878 0.0 16.8206 0.11335
2008gb 0.03812199831 0.0 16.86145 0.1275
2008gl 0.03276500106 0.0 16.39225 0.12215
2009D 0.02417800017 0.0 15.68035 0.1291
2009ad 0.0282099992 0.0 16.1044 0.12155
2009an 0.01012500003 0.0 13.9248 0.20035
2009ds 0.02081199922 0.0 15.42955 0.14185
2008050 0.04735599831 0.0 16.9842 0.14465
2008051 0.04013000056 0.0 16.7074 0.1146
2009kk 0.01192400046 0.0 14.4566 0.1737
2009kq 0.01250899956 0.0 14.2811 0.1749
2009le 0.0175030008 0.0 14.9354 0.1562
2009na 0.02209099941 0.0 15.502 0.13615
2009nq 0.0152449999 0.0 14.86115 0.1939
2010A 0.01939300075 0.0 15.27645 0.15785
2010H 0.01690199971 0.0 14.92685 0.15925
2010Y 0.01198299974 0.0 14.4674 0.17765
2010dt 0.05309399962 0.0 17.57915 0.12805
PTF10bjs 0.03060800023 0.0 15.88935 0.45085
2004ef 0.02969603986 1.999999949e-05 16.1733 0.12025
2004eo 0.01502337959 1.999999949e-05 14.6193 0.15445
2004ey 0.01511192974 1.999999949e-05 14.6705 0.1456
2004gu 0.04727895185 0.0001900000061 17.1679 0.1151
2005be 0.03639687 1e-05 16.515 0.1148
2005bo 0.01487411 2.999999924e-05 14.53545 0.1635
2005el 0.01483356021 1.999999949e-05 14.69915 0.1491
2005eq 0.0278828498 7.000000187e-05 16.23455 0.1179
2005iq 0.03341209888 0.000119999997 16.59355 0.1061
2005kc 0.01415915973 1.999999949e-05 14.6408 0.16555
2005M 0.02558544092 9.000000136e-05 15.86575 0.1242
2006bh 0.01096701995 9.999999747e-06 14.0086 0.18445
2006ef 0.01726601087 5.999999848e-05 15.1 0.1498
2006ej 0.01996280067 9.999999747e-05 15.30565 0.1353
2006eq 0.04793030024 1.499999962e-05 17.4344 0.12175
2006et 0.02217067033 0.0001500000071 15.3918 0.13205
2006ev 0.02764270082 1.999999949e-05 16.3465 0.12485
2006lu 0.05478899926 0.0 17.4521 0.1018
2006py 0.05613588169 0.0001800000027 17.60445 0.1094
2007bc 0.02158327959 0.0001100000009 15.36595 0.1368
2007ca 0.01500941999 0.0001500000071 14.99535 0.1656
2007nq 0.04474041983 4.999999874e-05 16.97675 0.10685
2008bq 0.03384149075 0.0001400000037 16.3843 0.1205
2008gp 0.03379952908 0.000119999997 16.35135 0.11105
2008hv 0.01399238966 7.000000187e-05 14.47835 0.15385
1993ac 0.05046699941 0.0 17.42035 0.1224
1993ae 0.01668200083 0.0 15.0558 0.1465
1994M 0.02520699985 0.0 15.64995 0.13485
1994Q 0.02864300087 0.0 16.09165 0.13605
1994S 0.01551848 1e-05 14.7589 0.1525
1995ak 0.02148899995 0.0 15.36745 0.1436
1996bl 0.03393400088 0.0 16.4701 0.12025
1996bv 0.01664800011 0.0 14.6697 0.1558
1996C 0.02747000009 0.0 16.23595 0.1341
1997dg 0.03384400159 4.666666667e-05 16.6071 0.12105
1997E 0.01291699987 0.0 14.55605 0.17285
1997Y 0.01707899943 0.0 14.9156 0.1511
1998dk 0.01182499994 0.0 13.9791 0.1914
1998dx 0.05386999995 0.0001066666667 17.3218 0.11385
1998ec 0.01975899935 0.0 15.45455 0.1578
1998ef 0.01573199965 0.0 14.6312 0.14705
1998eg 0.02352800034 0.0 15.8239 0.13525
1999cc 0.03141599894 0.0 16.31895 0.12075
1999dq 0.01242200006 0.0 14.1903 0.1716
1999ef 0.03749199957 0.0 16.99715 0.1201
1999ej 0.01471100003 0.0 14.9486 0.16405
1999X 0.02639799938 0.0 15.91835 0.1425
2000B 0.02029000036 0.0 15.02285 0.15165
2000cf 0.03692600131 6.666666667e-05 16.8196 0.11505
2000cn 0.02336500026 0.0 15.66265 0.13895
2000dk 0.01573299989 0.0 14.8831 0.1518
2000fa 0.02247400023 0.0 15.5348 0.13625
000006 0.2304150015 0.01 21.0138 0.14645
000011 0.381637007 0.001 22.52675 0.14085
000034 0.2531979978 0.01 21.09145 0.11245
000091 0.1526879966 0.01 19.93715 0.11585
000142 0.4367220104 0.01 22.84545 0.14185
000190 0.102403 0.001 19.15365 0.1077
000199 0.3716289997 0.01 22.12745 0.10645
000215 0.4666379988 0.01 22.7822 0.11645
000236 0.1960179955 0.001 20.50135 0.109
000420 0.3115569949 0.001 21.7417 0.10825
010026 0.03195000067 0.001 16.472 0.1289
020027 0.1098740026 0.001 19.29245 0.12085
020096 0.2256149948 0.001 20.723 0.12425
020176 0.2605049908 0.01 21.22765 0.12265
030066 0.2255569994 0.001 20.8629 0.1228
040137 0.4475730062 0.01 22.59905 0.1524
040166 0.4400649965 0.01 22.85455 0.16925
040782 0.3374229968 0.001 21.74045 0.14605
050005 0.5285099745 0.001 22.8422 0.14315
050203 0.5761349797 0.01 23.2359 0.14515
050251 0.387744993 0.001 22.3891 0.15885
050293 0.3600139916 0.01 21.92755 0.1335
050301 0.3470120132 0.01 21.7912 0.14045
050607 0.439271003 0.001 22.56615 0.132
070955 0.3492259979 0.001 21.8575 0.11575
080723 0.4301500022 0.01 22.5444 0.12545
090201 0.5081840158 0.01 22.7793 0.14135
091869 0.2884519994 0.001 21.4826 0.1256
100090 0.1728049964 0.001 20.49025 0.1308
100163 0.3177450001 0.001 21.8387 0.1521
100213 0.275094986 0.001 21.50715 0.1382
100405 0.1029620022 0.001 18.90405 0.12325
110033 0.204734996 0.001 20.5539 0.15765
110478 0.2646020055 0.001 21.2449 0.1389
110536 0.2347149998 0.001 20.8644 0.19515
110567 0.2144159973 0.001 20.73405 0.17345
110719 0.4278520048 0.001 23.03515 0.17065
110734 0.402132988 0.001 22.2536 0.149
120085 0.3221699893 0.001 21.54775 0.14025
120094 0.4517210126 0.01 22.72345 0.12465
120336 0.1613820046 0.001 20.07365 0.12015
120400 0.3516010046 0.01 22.05965 0.1158
120585 0.2490019947 0.01 21.02715 0.11585
130308 0.08223199844 0.001 18.52945 0.1223
130514 0.1056609973 0.01 19.1167 0.10015
130862 0.3329229951 0.01 22.0508 0.14375
140181 0.1022690013 0.001 19.0531 0.1106
150509 0.2928229868 0.001 21.4896 0.1351
151034 0.1326899976 0.001 19.53775 0.0994
160039 0.2708790004 0.01 21.22425 0.12
160099 0.100436002 0.01 19.0807 0.10935
160197 0.353628993 0.001 22.1458 0.14555
160200 0.4235289991 0.001 22.599 0.2655
170428 0.300116986 0.01 21.71085 0.11935
180166 0.1476079971 0.001 19.88745 0.11365
180561 0.2285300046 0.001 20.96525 0.12895
190230 0.1386380047 0.01 19.82205 0.1072
190260 0.1434320062 0.001 19.88005 0.10815
300105 0.09179099649 0.001 18.9547 0.1139
310025 0.1566769928 0.0 20.1239 0.12545
310042 0.2385129929 0.01 21.19555 0.2471
310073 0.1495459974 0.01 20.15155 0.16675
310091 0.5071840286 0.001 22.9937 0.1404
310161 0.2524949908 0.001 21.20755 0.11325
310238 0.2839719951 0.001 21.3163 0.1146
310574 0.2365140021 0.001 21.0224 0.1241
320258 0.3409230113 0.001 21.88785 0.1485
330022 0.2638869882 0.001 21.064 0.1418
330089 0.3487249911 0.001 22.1162 0.13315
330128 0.3209480047 0.001 21.71485 0.1245
330146 0.1350950003 0.01 19.80745 0.1216
340334 0.3066599965 0.01 21.88165 0.1627
350047 0.2336200029 0.001 21.21045 0.1599
350078 0.3007799983 0.01 21.91835 0.1704
350083 0.3678149879 0.0 21.9904 0.12345
350233 0.1693910062 0.0 20.2554 0.1144
350316 0.07952400297 0.0 18.337 0.10315
350548 0.1807020009 0.0 20.3864 0.1142
360112 0.180708006 0.001 20.34675 0.16425
360140 0.2308540046 0.01 21.03315 0.15375
360156 0.04612699896 0.0 17.29255 0.1243
370098 0.2214519978 0.001 20.7853 0.1197
370308 0.200721994 0.001 20.5274 0.21145
370333 0.07547599822 0.0 18.378 0.11965
370356 0.02692800015 0.01 15.98385 0.1362
370369 0.1914190054 0.01 20.055 0.15515
370428 0.1778189987 0.0 20.3552 0.11035
370563 0.1854120046 0.001 20.5371 0.1169
380279 0.3494989872 0.001 22.02925 0.13805
380378 0.2713040113 0.001 21.30945 0.10785
390264 0.2921169996 0.0 21.17535 0.1226
390471 0.3705430031 0.001 21.7944 0.11375
420100 0.09616500139 0.0 18.8215 0.14795
420159 0.180588007 0.001 20.2752 0.1117
420258 0.2744669914 0.0 21.3734 0.1525
420407 0.2451120019 0.001 21.2589 0.1441
420417 0.3613739908 0.0 21.9082 0.2036
430004 0.2315199971 0.001 20.92185 0.1499
440008 0.1465460062 0.0 19.91105 0.11095
440042 0.1590750068 0.01 20.18505 0.1775
440162 0.4192929864 0.0 22.4583 0.14905
440509 0.3189420104 0.01 21.66595 0.15665
450175 0.5194039941 0.01 22.97595 0.19605
460003 0.1506869942 0.01 19.9375 0.11
460037 0.302493006 0.001 21.6135 0.15825
460105 0.2107219994 0.001 20.73865 0.1623
470008 0.2395119965 0.01 20.71895 0.1478
470041 0.3317959905 0.0 21.7581 0.12005
470232 0.200714007 0.001 20.72485 0.1607
470244 0.3608149886 0.01 22.1621 0.14215
480064 0.2427390069 0.0 21.3408 0.1213
480464 0.2214509994 0.001 20.82175 0.14915
490008 0.1206720024 0.001 19.3688 0.1916
490521 0.3415899873 0.01 21.88605 0.16925
500004 0.2505039871 0.0 21.0268 0.13165
500057 0.3805420101 0.01 22.1535 0.1307
500100 0.3107819855 0.001 21.81735 0.13845
500504 0.1994780004 0.0 20.3968 0.14145
510251 0.2400089949 0.001 21.0934 0.1643
510457 0.5030320287 0.001 22.89585 0.20855
510578 0.3701319993 0.01 22.10035 0.1358
510638 0.2700130045 0.01 21.36745 0.13725
520019 0.2631199956 0.0 21.391 0.1313
520023 0.2680079937 0.0 21.22475 0.16715
520062 0.3080129921 0.01 21.95175 0.1182
520077 0.250007987 0.01 21.3768 0.1625
520188 0.2805069983 0.01 21.3787 0.11055
530112 0.3144289851 0.0 21.9041 0.12485
530219 0.3284020126 0.01 22.1329 0.16575
540163 0.3294369876 0.001 21.9869 0.11895
550041 0.2584879994 0.01 21.13905 0.14085
550096 0.2245119959 0.001 20.6681 0.15385
550154 0.2100339979 0.001 20.9208 0.1231
550218 0.3873429894 0.01 22.2944 0.18525
560087 0.3064309955 0.0 21.6875 0.1493
560121 0.3649120033 0.0 22.2065 0.1423
560152 0.2485059947 0.001 21.1327 0.1596
570025 0.2984459996 0.01 21.39335 0.16425
570062 0.1236520037 0.0 19.5741 0.1083
580235 0.331580013 0.01 21.7689 0.1401
580275 0.3824630082 0.01 22.18595 0.1824
580300 0.2407400012 0.0 21.13115 0.11795
590005 0.1713960022 0.001 20.2873 0.17315
200132 0.2085539997 0.001 20.859 0.16115
350180 0.2894929945 0.01 21.715 0.1649
000010 0.2459799945 0.001 21.1466 0.1219
000014 0.1359930038 0.001 19.76145 0.12305
000038 0.1503800005 0.001 19.8557 0.11605
000137 0.118761003 0.001 19.26765 0.1244
000174 0.2449319959 0.01 21.05305 0.1237
000196 0.3507010043 0.001 21.9623 0.10725
000202 0.6199169755 0.01 23.4834 0.1156
000220 0.2198510021 0.001 20.83145 0.10825
010010 0.09950599819 0.001 19.1829 0.10965
020090 0.4099600017 0.001 22.4668 0.20545
030006 0.5027530193 0.01 22.81425 0.2082
040150 0.3817040026 0.01 22.31495 0.143
040201 0.2798889875 0.01 21.2969 0.11365
040780 0.2307109982 0.001 20.74845 0.15255
050003 0.426928997 0.001 22.5594 0.1627
050201 0.5501400232 0.01 23.1391 0.14355
050291 0.3253130019 0.001 21.96765 0.14105
050296 0.350917995 0.001 22.00245 0.1283
050303 0.3283230066 0.001 21.97245 0.18155
050580 0.4505859911 0.01 22.4503 0.1316
070242 0.06436000019 0.001 18.09975 0.1085
080064 0.0652519986 0.001 17.91255 0.12675
080646 0.3181219995 0.001 21.8116 0.12465
090037 0.1453859955 0.001 20.2551 0.1724
090275 0.1395509988 0.01 19.7799 0.1129
100101 0.4296610057 0.001 22.75515 0.1527
100206 0.216516003 0.001 20.59575 0.11555
100358 0.3661549985 0.01 21.88675 0.1841
110425 0.3808290064 0.01 22.2063 0.1382
110430 0.4208520055 0.01 22.47585 0.16245
110460 0.1995269954 0.01 20.61175 0.15295
110484 0.5108940005 0.01 22.8206 0.17305
110542 0.4269509912 0.001 22.6189 0.15295
110716 0.3157849908 0.001 21.9342 0.1522
110721 0.5782409906 0.001 23.2802 0.1624
120044 0.4817509949 0.01 23.0166 0.15415
120086 0.3926529884 0.001 22.18855 0.1588
120143 0.1735879928 0.01 20.08825 0.1083
120369 0.3305810094 0.001 21.9984 0.1153
120444 0.2994799912 0.01 21.70345 0.1614
120586 0.229508996 0.01 20.95825 0.1411
130755 0.2929039896 0.001 21.54425 0.1708
140152 0.2086089998 0.001 20.59295 0.11275
150254 0.2750889957 0.001 21.2869 0.11615
150457 0.3033609986 0.001 21.66825 0.11865
160070 0.3590199947 0.001 22.19585 0.1342
160126 0.3601920009 0.001 21.8702 0.1604
160198 0.349022001 0.01 21.98165 0.1223
160214 0.6306369901 0.01 23.3169 0.11795
170078 0.3209140003 0.01 22.0192 0.15495
180313 0.5100209713 0.01 22.84675 0.1182
190209 0.3664669991 0.001 22.0067 0.1243
190340 0.1382379979 0.001 19.7944 0.1038
300179 0.1789840013 0.0 20.54675 0.14915
310039 0.1715659946 0.001 20.22 0.11585
310051 0.2704730034 0.001 21.2356 0.1242
310090 0.3468799889 0.001 22.23255 0.2533
310146 0.4794149995 0.01 22.6131 0.1463
310188 0.3189429939 0.001 21.9169 0.137
310260 0.5187889934 0.01 22.9578 0.1518
320099 0.3798969984 0.01 22.18215 0.1306
320469 0.3708960116 0.01 22.13805 0.26375
330023 0.180656001 0.0 20.474 0.12575
330083 0.223732993 0.001 20.75105 0.12225
340229 0.1410890073 0.001 19.8422 0.13225
350027 0.3056589961 0.001 21.68485 0.12015
350050 0.404707998 0.0 22.12805 0.15365
350080 0.2857689857 0.0 21.43725 0.1358
350192 0.3015429974 0.01 21.5859 0.13495
350235 0.2638750076 0.0 21.2319 0.12955
350374 0.5008999705 0.001 22.9717 0.1963
350630 0.3052519858 0.001 21.64295 0.1129
360139 0.3859589994 0.0 22.28245 0.126
360145 0.1985989958 0.0 20.6442 0.1223
370066 0.09065400064 0.0 18.75805 0.1103
370329 0.4779540002 0.001 22.9261 0.1649
370344 0.3315809965 0.01 21.831 0.11675
370367 0.4717400074 0.01 22.70965 0.15
370394 0.3307969868 0.001 21.7726 0.15595
370498 0.2608770132 0.01 21.3572 0.14225
370566 0.07113900036 0.001 18.15745 0.1192
370595 0.1814070046 0.001 20.426 0.1593
380318 0.3382880092 0.001 21.91315 0.151
390259 0.1221090034 0.001 19.37365 0.11495
390449 0.2501150072 0.01 21.1135 0.14315
390627 0.1604609936 0.001 20.16235 0.167
420196 0.2984389961 0.01 21.99485 0.16045
420352 0.3888849914 0.001 22.11805 0.14095
420414 0.2924540043 0.0 21.4687 0.1649
430003 0.3284130096 0.01 21.6655 0.17245
440005 0.3054850101 0.0 21.6995 0.13305
440050 0.2854630053 0.0 21.46645 0.1395
440236 0.4288649857 0.001 22.4792 0.1471
440285 0.1790609956 0.001 20.481 0.1699
440643 0.1895290017 0.01 20.50025 0.1605
450082 0.2485000044 0.01 21.19025 0.14705
450339 0.4092740119 0.001 22.48095 0.19045
460064 0.2415100038 0.001 20.85675 0.13015
470015 0.3374800086 0.01 21.8791 0.16625
470043 0.07044100016 0.01 18.48435 0.29975
470110 0.3454650044 0.01 21.9593 0.1626
480184 0.3307969868 0.0 21.98705 0.15615
490007 0.05489699915 0.001 17.60185 0.1165
490037 0.4235880077 0.001 22.37855 0.1425
500038 0.1073200032 0.0 19.19495 0.1111
500065 0.2855060101 0.0 21.2265 0.12315
500301 0.325522989 0.001 21.91925 0.1384
500511 0.3349260092 0.0 21.74575 0.1129
510113 0.290899992 0.01 21.30595 0.15955
510266 0.4405789971 0.001 22.4238 0.13695
510550 0.2411130071 0.0 21.09055 0.1118
510597 0.461006999 0.01 22.75035 0.16435
520022 0.1194429994 0.0 19.33475 0.1245
520041 0.5453850031 0.001 23.34415 0.1462
520071 0.4115509987 0.01 22.6089 0.1289
530037 0.2684839964 0.01 21.34225 0.14435
530086 0.04947200045 0.001 17.35275 0.13525
530251 0.4113110006 0.001 22.5817 0.15385
550005 0.0737079978 0.01 18.2355 0.1566
550059 0.3184140027 0.01 22.0816 0.21085
550137 0.419303 0.01 22.16135 0.152
550202 0.4202899933 0.01 22.49015 0.2331
560027 0.4388470054 0.01 22.46285 0.19185
560054 0.4798179865 0.001 22.68865 0.17225
560150 0.1995649934 0.0 20.66375 0.13595
570022 0.3014349937 0.0 21.81235 0.1445
570056 0.2899729908 0.0 21.4412 0.13835
580104 0.3089559972 0.001 21.58775 0.1462
580270 0.2957729995 0.0 21.7291 0.123
580276 0.3384760022 0.01 21.88335 0.13905
590031 0.378632009 0.01 22.21555 0.1463
590194 0.08965200186 0.0 18.72405 0.11685
520016 0.451007992 0.001 22.6586 0.15475
380199 0.4605740011 0.0 22.8011 0.14725
vespesian 1.206840992 0.007 25.73935 0.3352
washington 1.329102039 0.02 25.6034 0.1484
carter 1.542945027 0.04 25.9072 0.21065
Primo 1.549018979 0.0001 26.00705 0.18565
geta 1.697018981 0.04 26.0592 0.2832
stone 1.80111599 0.02 26.2011 0.18795
colfax 2.261298895 0.02 26.877 0.2548
wilson 1.911594987 0.001 26.1609 0.2559
Aphrodite 1.297247052 0.0 25.52015 0.17875
Borg 1.337198973 0.0 25.4652 0.1632
Eagle 1.017582059 0.0 24.88235 0.1657
